Cod_setor,Entorno_V032,Entorno_V034,Entorno_V036,Entorno_V050,Entorno_V052,Entorno_V054,Entorno_V056,Entorno_V058,Entorno_V060,Entorno_V062,Entorno_V063,Entorno_V064,Entorno_V065,Domicilio_V111,Domicilio_V112,Domicilio_V113,Domicilio_V114,Domicilio_V115,Domicilio_V116,Domicilio_V145,Domicilio_V146,Domicilio_V147,Domicilio_V148
150010705000011,0.06645569620253164,0.012658227848101266,0.015822784810126583,0.2974683544303797,0.022151898734177215,0.04113924050632911,0.0,0.0,0.0,0.0,0.9462025316455697,0.0,0.022151898734177215,0.0031645569620253164,0.022151898734177215,0.5791139240506329,0.0759493670886076,0.25316455696202533,0.006329113924050633,0.0,0.0,0.0,0.0
150010705000012,0.11080332409972299,0.0110803324099723,0.00554016620498615,0.8005540166204986,0.09695290858725762,0.0443213296398892,0.0,0.0,0.0,0.0,0.5706371191135734,0.0,0.4265927977839335,0.0,0.22160664819944598,0.7257617728531855,0.013850415512465374,0.0,0.00554016620498615,0.019390581717451522,0.0,0.0,0.0
150010705000013,0.0,0.0,0.0,0.7188755020080321,0.24497991967871485,0.012048192771084338,0.0,0.0,0.0,0.0,0.17269076305220885,0.0,0.8232931726907631,0.024096385542168676,0.008032128514056224,0.6987951807228916,0.020080321285140562,0.0,0.08032128514056225,0.01606425702811245,0.12449799196787148,0.0,0.0
150010705000014,0.5251396648044693,0.11731843575418995,0.0335195530726257,0.7932960893854749,0.1564245810055866,0.05027932960893855,0.0,0.0,0.0,0.1564245810055866,0.26256983240223464,0.27932960893854747,0.29608938547486036,0.00558659217877095,0.0111731843575419,0.9273743016759777,0.00558659217877095,0.0,0.00558659217877095,0.0,0.0223463687150838,0.0,0.0
150010705000015,0.0,0.0,0.0,0.8235294117647058,0.09411764705882353,0.0784313725490196,0.4196078431372549,0.03137254901960784,0.03137254901960784,0.26666666666666666,0.3215686274509804,0.1411764705882353,0.2549019607843137,0.00392156862745098,0.0,0.9254901960784314,0.00784313725490196,0.0,0.0,0.0196078431372549,0.00392156862745098,0.0,0.0
150010705000016,0.3978494623655914,0.06182795698924731,0.03494623655913978,0.0,0.0,0.0,0.0,0.0,0.0,0.016129032258064516,0.46236559139784944,0.03763440860215054,0.4838709677419355,0.051075268817204304,0.08064516129032258,0.717741935483871,0.0,0.0,0.0,0.043010752688172046,0.06720430107526881,0.0,0.0
150010705000017,0.33014354066985646,0.019138755980861243,0.03349282296650718,0.1339712918660287,0.004784688995215311,0.014354066985645933,0.0,0.0,0.0,0.0,0.6124401913875598,0.0,0.36363636363636365,0.019138755980861243,0.023923444976076555,0.8564593301435407,0.004784688995215311,0.0,0.014354066985645933,0.03349282296650718,0.009569377990430622,0.0,0.0
150010705000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3409090909090909,0.0,0.6045454545454545,0.0,0.8909090909090909,0.00909090909090909,0.0,0.0,0.0,0.00909090909090909,0.04090909090909091,0.0,0.013636363636363636
150010705000019,0.14551083591331268,0.009287925696594427,0.0,0.19195046439628483,0.009287925696594427,0.0,0.13003095975232198,0.0,0.0,0.0,0.4891640866873065,0.0,0.5108359133126935,0.015479876160990712,0.030959752321981424,0.934984520123839,0.0,0.0,0.009287925696594427,0.006191950464396285,0.0030959752321981426,0.0,0.0
150010705000020,0.13333333333333333,0.02727272727272727,0.00909090909090909,0.05454545454545454,0.01818181818181818,0.006060606060606061,0.0,0.0,0.0,0.0,0.3393939393939394,0.0,0.6333333333333333,0.0,0.0513595166163142,0.8036253776435045,0.11178247734138973,0.0,0.01812688821752266,0.0030211480362537764,0.00906344410876133,0.0,0.0
150010705000021,0.0113314447592068,0.0028328611898017,0.0028328611898017,0.025495750708215296,0.0,0.0028328611898017,0.0,0.0,0.0,0.0084985835694051,0.5920679886685553,0.019830028328611898,0.37677053824362605,0.028328611898016998,0.5524079320113314,0.37393767705382436,0.036827195467422094,0.0,0.0,0.0,0.0,0.0,0.0
150010705000022,0.45544554455445546,0.06930693069306931,0.034653465346534656,0.16831683168316833,0.009900990099009901,0.009900990099009901,0.0594059405940594,0.009900990099009901,0.009900990099009901,0.0,0.12871287128712872,0.0,0.8465346534653465,0.0049504950495049506,0.14356435643564355,0.7574257425742574,0.009900990099009901,0.0,0.0049504950495049506,0.0,0.019801980198019802,0.0,0.0
150010705000023,0.0,0.0,0.0,0.12333333333333334,0.0033333333333333335,0.0,0.0,0.0,0.0,0.006666666666666667,0.29,0.006666666666666667,0.6533333333333333,0.09,0.08,0.6966666666666667,0.006666666666666667,0.04666666666666667,0.013333333333333334,0.0033333333333333335,0.006666666666666667,0.0,0.0
150010705000024,0.0,0.0,0.0,0.07957559681697612,0.013262599469496022,0.0,0.0,0.0,0.0,0.16976127320954906,0.1830238726790451,0.16445623342175067,0.3793103448275862,0.026455026455026454,0.3994708994708995,0.36772486772486773,0.026455026455026454,0.10582010582010581,0.005291005291005291,0.0,0.0,0.0,0.0
150010705000025,0.0,0.0,0.0,0.05405405405405406,0.007722007722007722,0.003861003861003861,0.07335907335907337,0.0,0.003861003861003861,0.011583011583011582,0.30115830115830117,0.02702702702702703,0.5598455598455598,0.007722007722007722,0.07722007722007722,0.7451737451737451,0.0,0.09266409266409266,0.007722007722007722,0.02702702702702703,0.03861003861003861,0.0,0.0
150010705000026,0.0,0.0,0.0,0.11392405063291139,0.0,0.006329113924050633,0.05063291139240506,0.0,0.0,0.0189873417721519,0.38924050632911394,0.04113924050632911,0.3639240506329114,0.0,0.0031645569620253164,0.6170886075949367,0.0,0.19936708860759494,0.11392405063291139,0.0,0.012658227848101266,0.0,0.0
150010705000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6181102362204725,0.1968503937007874,0.07480314960629922,0.09448818897637795,0.015748031496062992,0.08267716535433071,0.41732283464566927,0.003937007874015748,0.3937007874015748,0.047244094488188976,0.023622047244094488,0.003937007874015748,0.0,0.0
150010705000028,0.0,0.0,0.0,0.004672897196261682,0.0,0.0,0.0514018691588785,0.004672897196261682,0.0,0.0,0.3598130841121495,0.0,0.5841121495327103,0.0,0.0,0.7710280373831776,0.205607476635514,0.018691588785046728,0.0,0.0,0.0,0.0,0.0
150010705000029,0.0,0.0,0.0,0.002849002849002849,0.0,0.0,0.0,0.0,0.0,0.014245014245014245,0.16524216524216523,0.11965811965811966,0.6153846153846154,0.011396011396011397,0.011396011396011397,0.8945868945868946,0.019943019943019943,0.042735042735042736,0.008547008547008548,0.0,0.002849002849002849,0.0,0.0
150010705000030,0.11808118081180811,0.007380073800738007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46863468634686345,0.0,0.24723247232472326,0.0,0.33579335793357934,0.13284132841328414,0.025830258302583026,0.47232472324723246,0.0,0.0,0.0036900369003690036,0.0,0.0
150010705000031,0.24904214559386972,0.03065134099616858,0.0421455938697318,0.0,0.0,0.0,0.06130268199233716,0.0038314176245210726,0.007662835249042145,0.0,0.7203065134099617,0.0,0.210727969348659,0.022900763358778626,0.0,0.3511450381679389,0.05343511450381679,0.38549618320610685,0.14122137404580154,0.003816793893129771,0.0,0.0,0.0
150010705000032,0.07425742574257425,0.0,0.009900990099009901,0.27722772277227725,0.054455445544554455,0.009900990099009901,0.0,0.0,0.0,0.0,0.9554455445544554,0.0,0.019801980198019802,0.009900990099009901,0.46534653465346537,0.04455445544554455,0.0049504950495049506,0.25742574257425743,0.0,0.0594059405940594,0.009900990099009901,0.0,0.0
150010705000033,0.0,0.0,0.0,0.20754716981132076,0.03773584905660377,0.012578616352201259,0.0,0.0,0.0,0.0,0.9056603773584906,0.0,0.006289308176100629,0.0,0.09748427672955975,0.2138364779874214,0.012578616352201259,0.36477987421383645,0.040880503144654086,0.22012578616352202,0.0031446540880503146,0.0,0.0220125786163522
150010705000034,0.0,0.0,0.0,0.378839590443686,0.04436860068259386,0.06484641638225255,0.0,0.0,0.0,0.0,0.24232081911262798,0.0,0.32764505119453924,0.003401360544217687,0.061224489795918366,0.25510204081632654,0.08163265306122448,0.1326530612244898,0.42857142857142855,0.003401360544217687,0.0,0.0,0.003401360544217687
150010705000035,0.048672566371681415,0.008849557522123894,0.0,0.5663716814159292,0.05752212389380531,0.04424778761061947,0.0,0.0,0.0,0.7876106194690266,0.0,0.19911504424778761,0.0,0.03524229074889868,0.004405286343612335,0.8281938325991189,0.0,0.0,0.1013215859030837,0.004405286343612335,0.0,0.0,0.0
150010705000036,0.0,0.0,0.0,0.6510067114093959,0.05704697986577181,0.050335570469798654,0.0,0.0,0.0,0.21476510067114093,0.15100671140939598,0.2684563758389262,0.29194630872483224,0.0,0.6409395973154363,0.174496644295302,0.1476510067114094,0.003355704697986577,0.0,0.0,0.020134228187919462,0.0,0.0
150010705000037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.01293103448275862,0.04310344827586207,0.8706896551724138,0.0,0.004310344827586207,0.603448275862069,0.29310344827586204,0.004310344827586207,0.004310344827586207,0.004310344827586207,0.03017241379310345,0.0,0.0
150010705000038,0.03896103896103896,0.0,0.0,0.0,0.0,0.0,0.017316017316017316,0.0,0.0,0.0,0.3722943722943723,0.0,0.5757575757575758,0.004329004329004329,0.5627705627705628,0.30735930735930733,0.03896103896103896,0.0,0.03896103896103896,0.021645021645021644,0.004329004329004329,0.0,0.0
150010705000039,0.004310344827586207,0.0,0.0,0.4224137931034483,0.017241379310344827,0.02586206896551724,0.0,0.0,0.0,0.02586206896551724,0.2974137931034483,0.11637931034482758,0.5344827586206896,0.0,0.017241379310344827,0.8577586206896551,0.02586206896551724,0.0,0.0,0.021551724137931036,0.06896551724137931,0.0,0.0
150010705000040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035555555555555556,0.0,0.4888888888888889,0.0,0.4444444444444444,0.06666666666666667,0.07555555555555556,0.40444444444444444,0.0044444444444444444,0.0,0.0,0.0,0.0044444444444444444
150010705000041,0.044673539518900345,0.0,0.003436426116838488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41580756013745707,0.0,0.4879725085910653,0.013745704467353952,0.5395189003436426,0.024054982817869417,0.19931271477663232,0.21305841924398625,0.0,0.0,0.0,0.0,0.0
150010705000042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00975609756097561,0.0,0.8097560975609757,0.0,0.5951219512195122,0.11951219512195121,0.23658536585365852,0.0,0.00975609756097561,0.0,0.0,0.0,0.0
150010705000043,0.0,0.0,0.0,0.04072398190045249,0.0,0.004524886877828055,0.0,0.0,0.0,0.0,0.00904977375565611,0.0,0.5656108597285068,0.0,0.0,0.6334841628959276,0.09502262443438914,0.18099547511312217,0.027149321266968326,0.0,0.0,0.0,0.0
